华影视轮播,#genre#
黑龙江卫视,http://www.biaozhun114.com/dl/dl666/hainanyd.php?056/1.m3u8
重庆卫视,http://www.biaozhun114.com/dl/dl666/hainanyd.php?053/1.m3u8
江苏卫视,http://www.biaozhun114.com/dl/dl666/hainanyd.php?059/1.m3u8
辽宁卫视,http://www.biaozhun114.com/dl/dl666/hainanyd.php?061/1.m3u8
云南卫视,http://www.biaozhun114.com/dl/dl666/hainanyd.php?119/1.m3u8
甘肃卫视,http://www.biaozhun114.com/dl/dl666/hainanyd.php?098/1.m3u8
东南卫视,http://www.biaozhun114.com/dl/dl666/hainanyd.php?096/1.m3u8
深圳卫视,http://www.biaozhun114.com/dl/dl666/hainanyd.php?068/1.m3u8
江西卫视,http://www.biaozhun114.com/dl/dl666/hainanyd.php?060/1.m3u8
浙江卫视,http://www.biaozhun114.com/dl/dl666/hainanyd.php?070/1.m3u8
天津卫视,http://www.biaozhun114.com/dl/dl666/hainanyd.php?069/1.m3u8
山东卫视,http://www.biaozhun114.com/dl/dl666/hainanyd.php?066/1.m3u8
贵州卫视,http://www.biaozhun114.com/dl/dl666/hainanyd.php?100/1.m3u8
河北卫视,http://www.biaozhun114.com/dl/dl666/hainanyd.php?101/1.m3u8
四川卫视,http://www.biaozhun114.com/dl/dl666/hainanyd.php?115/1.m3u8
广西卫视,http://www.biaozhun114.com/dl/dl666/hainanyd.php?099/1.m3u8
青海卫视,http://www.biaozhun114.com/dl/dl666/hainanyd.php?111/1.m3u8
山西卫视SD,http://www.biaozhun114.com/dl/dl666/hainanyd.php?114/1.m3u8
陕西卫视SD,http://www.biaozhun114.com/dl/dl666/hainanyd.php?113/1.m3u8
河南卫视SD,http://www.biaozhun114.com/dl/dl666/hainanyd.php?071/1.m3u8
吉林卫视SD,http://www.biaozhun114.com/dl/dl666/hainanyd.php?075/1.m3u8
内蒙古卫视SD,http://www.biaozhun114.com/dl/dl666/hainanyd.php?109/1.m3u8
新疆卫视SD,http://www.biaozhun114.com/dl/dl666/hainanyd.php?116/1.m3u8
海南卫视SD,http://www.biaozhun114.com/dl/dl666/hainanyd.php?083/1.m3u8
宁夏卫视SD,http://www.biaozhun114.com/dl/dl666/hainanyd.php?110/1.m3u8
西藏卫视SD,http://www.biaozhun114.com/dl/dl666/hainanyd.php?123/1.m3u8
大湾区卫视SD,http://www.biaozhun114.com/dl/dl666/hainanyd.php?108/1.m3u8
CETV-1SD,http://www.biaozhun114.com/dl/dl666/hainanyd.php?103/1.m3u8
CETV-2SD,http://www.biaozhun114.com/dl/dl666/hainanyd.php?104/1.m3u8
CETV-4SD,http://www.biaozhun114.com/dl/dl666/hainanyd.php?105/1.m3u8
CGTN SD,http://www.biaozhun114.com/dl/dl666/hainanyd.php?137/1.m3u8
CGTN SD,http://www.biaozhun114.com/dl/dl666/hainanyd.php?095/1.m3u8
📺以下为电信,#genre#
少儿动画,http://tljdh.vip:9901/tsfile/live/1114_1.m3u8
浙江电信央,#genre#
凤凰中文HD,http://home.zts1993.com:8887/udp/233.50.200.42:5140
凤凰中文HD,http://home.zts1993.com:8887/udp/233.50.200.191:5140
凤凰资讯HD,http://home.zts1993.com:8887/udp/233.50.200.192:5140
CCTV1-HD,http://home.zts1993.com:8887/udp/233.50.200.99:5140
CCTV1-HD,http://home.zts1993.com:8887/udp/233.50.200.130:5140
CCTV1-HD,http://home.zts1993.com:8887/udp/233.50.200.143:5140
CCTV1-HD,http://home.zts1993.com:8887/udp/233.50.201.118:5140
CCTV1-HD,http://home.zts1993.com:8887/udp/233.50.201.222:5140
CCTV2-HD,http://home.zts1993.com:8887/udp/233.50.200.25:5140
CCTV2-HD,http://home.zts1993.com:8887/udp/233.50.200.100:5140
CCTV2-HD,http://home.zts1993.com:8887/udp/233.50.201.119:5140
CCTV3-HD,http://home.zts1993.com:8887/udp/233.50.200.107:5140
CCTV3-HD,http://home.zts1993.com:8887/udp/233.50.201.196:5140
CCTV4-HD,http://home.zts1993.com:8887/udp/233.50.200.101:5140
CCTV5-HD,http://home.zts1993.com:8887/udp/233.50.200.108:5140
CCTV5-HD,http://home.zts1993.com:8887/udp/233.50.201.197:5140
CCTV5+-HD,http://home.zts1993.com:8887/udp/233.50.201.220:5140
CCTV6-HD,http://home.zts1993.com:8887/udp/233.50.200.109:5140
CCTV6-HD,http://home.zts1993.com:8887/udp/233.50.201.198:5140
CCTV7-HD,http://home.zts1993.com:8887/udp/233.50.200.24:5140
CCTV7-HD,http://home.zts1993.com:8887/udp/233.50.200.102:5140
CCTV7-HD,http://home.zts1993.com:8887/udp/233.50.201.120:5140
CCTV8-HD,http://home.zts1993.com:8887/udp/233.50.200.110:5140
CCTV8-HD,http://home.zts1993.com:8887/udp/233.50.201.199:5140
CCTV9-HD,http://home.zts1993.com:8887/udp/233.50.200.23:5140
CCTV9-HD,http://home.zts1993.com:8887/udp/233.50.201.121:5140
CCTV10-HD,http://home.zts1993.com:8887/udp/233.50.200.22:5140
CCTV10-HD,http://home.zts1993.com:8887/udp/233.50.201.122:5140
CCTV12-HD,http://home.zts1993.com:8887/udp/233.50.200.21:5140
CCTV12-HD,http://home.zts1993.com:8887/udp/233.50.201.123:5140
CCTV13-HD,http://home.zts1993.com:8887/udp/233.50.200.111:5140
CCTV13-HD,http://home.zts1993.com:8887/udp/233.50.201.246:5140
CCTV14-HD,http://home.zts1993.com:8887/udp/233.50.200.103:5140
CCTV14-HD,http://home.zts1993.com:8887/udp/233.50.200.20:5140
CCTV14-HD,http://home.zts1993.com:8887/udp/233.50.201.124:5140
CCTV16-HD,http://home.zts1993.com:8887/udp/233.50.200.112:5140
CCTV16-HD,http://home.zts1993.com:8887/udp/233.50.201.192:5140
CCTV17-HD,http://home.zts1993.com:8887/udp/233.50.200.113:5140
浙江电信卫,#genre#
奥林匹克-4K,http://home.zts1993.com:8887/udp/233.50.201.63:5140
天津卫视HD,http://home.zts1993.com:8887/udp/233.50.200.104:5140
天津卫视HD,http://home.zts1993.com:8887/udp/233.50.201.104:5140
河北卫视HD,http://home.zts1993.com:8887/udp/233.50.200.105:5140
河北卫视HD,http://home.zts1993.com:8887/udp/233.50.201.140:5140
安徽卫视HD,http://home.zts1993.com:8887/udp/233.50.200.106:5140
安徽卫视HD,http://home.zts1993.com:8887/udp/233.50.201.113:5140
重庆卫视HD,http://home.zts1993.com:8887/udp/233.50.200.114:5140
云南卫视HD,http://home.zts1993.com:8887/udp/233.50.200.115:5140
四川卫视HD,http://home.zts1993.com:8887/udp/233.50.200.118:5140
四川卫视HD,http://home.zts1993.com:8887/udp/233.50.201.139:5140
江西卫视HD,http://home.zts1993.com:8887/udp/233.50.200.119:5140
江西卫视HD,http://home.zts1993.com:8887/udp/233.50.201.145:5140
江苏卫视HD,http://home.zts1993.com:8887/udp/233.50.200.144:5140
江苏卫视HD,http://home.zts1993.com:8887/udp/233.50.201.106:5140
浙江卫视HD,http://home.zts1993.com:8887/udp/233.50.200.145:5140
浙江卫视HD,http://home.zts1993.com:8887/udp/233.50.200.231:5140
东方卫视HD,http://home.zts1993.com:8887/udp/233.50.200.146:5140
东方卫视HD,http://home.zts1993.com:8887/udp/233.50.201.125:5140
湖北卫视HD,http://home.zts1993.com:8887/udp/233.50.200.147:5140
湖北卫视HD,http://home.zts1993.com:8887/udp/233.50.201.114:5140
广东卫视HD,http://home.zts1993.com:8887/udp/233.50.200.149:5140
广东卫视HD,http://home.zts1993.com:8887/udp/233.50.201.102:5140
北京卫视HD,http://home.zts1993.com:8887/udp/233.50.200.179:5140
北京卫视HD,http://home.zts1993.com:8887/udp/233.50.201.107:5140
广东卫视HD,http://home.zts1993.com:8887/udp/233.50.200.187:5140
深圳卫视HD,http://home.zts1993.com:8887/udp/233.50.200.188:5140
深圳卫视HD,http://home.zts1993.com:8887/udp/233.50.201.101:5140
黑龙江卫视HD,http://home.zts1993.com:8887/udp/233.50.200.189:5140
黑龙江卫视HD,http://home.zts1993.com:8887/udp/233.50.201.115:5140
湖南卫视HD,http://home.zts1993.com:8887/udp/233.50.200.190:5140
湖南卫视HD,http://home.zts1993.com:8887/udp/233.50.201.103:5140
山东卫视HD,http://home.zts1993.com:8887/udp/233.50.201.105:5140
辽宁卫视HD,http://home.zts1993.com:8887/udp/233.50.201.141:5140
贵州卫视HD,http://home.zts1993.com:8887/udp/233.50.201.142:5140
重庆卫视HD,http://home.zts1993.com:8887/udp/233.50.201.143:5140
河南卫视HD,http://home.zts1993.com:8887/udp/233.50.201.144:5140
东南卫视HD,http://home.zts1993.com:8887/udp/233.50.201.146:5140
浙江卫视HD,http://home.zts1993.com:8887/udp/233.50.201.100:5140
浙江钱江HD,http://home.zts1993.com:8887/udp/233.50.201.132:5140
浙江生活HD,http://home.zts1993.com:8887/udp/233.50.201.133:5140
浙江教育HD,http://home.zts1993.com:8887/udp/233.50.201.134:5140
浙江民生HD,http://home.zts1993.com:8887/udp/233.50.201.136:5140
浙江新闻HD,http://home.zts1993.com:8887/udp/233.50.201.137:5140
浙江少儿HD,http://home.zts1993.com:8887/udp/233.50.201.138:5140
浙江纪录HD,http://home.zts1993.com:8887/udp/233.50.202.25:5140
温州综合HD,http://home.zts1993.com:8887/udp/233.50.201.87:5140
绍兴综合HD,http://home.zts1993.com:8887/udp/233.50.201.156:5140
宁波综合HD,http://home.zts1993.com:8887/udp/233.50.201.168:5140
宁波生活HD,http://home.zts1993.com:8887/udp/233.50.201.178:5140
宁波文体HD,http://home.zts1993.com:8887/udp/233.50.201.179:5140
宁波影视HD,http://home.zts1993.com:8887/udp/233.50.201.180:5140
宁波少儿HD,http://home.zts1993.com:8887/udp/233.50.201.181:5140
杭州综合HD,http://home.zts1993.com:8887/udp/233.50.201.173:5140
杭州明珠HD,http://home.zts1993.com:8887/udp/233.50.201.174:5140
杭州生活HD,http://home.zts1993.com:8887/udp/233.50.201.175:5140
杭州影视HD,http://home.zts1993.com:8887/udp/233.50.201.176:5140
杭州青少HD,http://home.zts1993.com:8887/udp/233.50.201.177:5140
杭州导视HD,http://home.zts1993.com:8887/udp/233.50.201.182:5140
衢州综合HD,http://home.zts1993.com:8887/udp/233.50.202.11:5140
衢州公共HD,http://home.zts1993.com:8887/udp/233.50.202.12:5140
中国蓝直播HD,http://home.zts1993.com:8887/udp/233.50.201.108:5140
都市剧场HD,http://home.zts1993.com:8887/udp/233.50.200.11:5140
都市剧场HD,http://home.zts1993.com:8887/udp/233.50.201.190:5140
欢笑剧场HD,http://home.zts1993.com:8887/udp/233.50.200.229:5140
欢笑剧场HD,http://home.zts1993.com:8887/udp/233.50.201.189:5140
动漫秀场HD,http://home.zts1993.com:8887/udp/233.50.200.12:5140
动漫秀场HD,http://home.zts1993.com:8887/udp/233.50.201.184:5140
游戏风云HD,http://home.zts1993.com:8887/udp/233.50.200.14:5140
游戏风云HD,http://home.zts1993.com:8887/udp/233.50.201.183:5140
生活时尚HD,http://home.zts1993.com:8887/udp/233.50.200.15:5140
生活时尚HD,http://home.zts1993.com:8887/udp/233.50.201.187:5140
法治天地HD,http://home.zts1993.com:8887/udp/233.50.200.120:5140
法治天地HD,http://home.zts1993.com:8887/udp/233.50.201.191:5140
金色学堂HD,http://home.zts1993.com:8887/udp/233.50.200.122:5140
金色学堂HD,http://home.zts1993.com:8887/udp/233.50.201.186:5140
快乐垂钓HD,http://home.zts1993.com:8887/udp/233.50.200.123:5140
快乐垂钓HD,http://home.zts1993.com:8887/udp/233.50.201.109:5140
茶频道台HD,http://home.zts1993.com:8887/udp/233.50.200.124:5140
茶频道台HD,http://home.zts1993.com:8887/udp/233.50.201.188:5140
第一财经HD,http://home.zts1993.com:8887/udp/233.50.200.125:5140
乐游纪实HD,http://home.zts1993.com:8887/udp/233.50.200.148:5140
乐游纪实HD,http://home.zts1993.com:8887/udp/233.50.201.185:5140
教育四套HD,http://home.zts1993.com:8887/udp/233.50.200.162:5140
新视觉台HD,http://home.zts1993.com:8887/udp/233.50.201.244:5140
优优宝贝HD,http://home.zts1993.com:8887/udp/233.50.202.24:5140
晴彩竞技HD,http://home.zts1993.com:8887/udp/233.50.201.193:5140
晴彩竞技HD,http://home.zts1993.com:8887/udp/233.50.202.26:5140
晴彩篮球HD,http://home.zts1993.com:8887/udp/233.50.201.194:5140
晴彩篮球HD,http://home.zts1993.com:8887/udp/233.50.202.27:5140
晴彩羽毛球HD,http://home.zts1993.com:8887/udp/233.50.201.195:5140
晴彩羽毛球HD,http://home.zts1993.com:8887/udp/233.50.202.28:5140
晴彩广场舞HD,http://home.zts1993.com:8887/udp/233.50.201.226:5140
晴彩广场舞HD,http://home.zts1993.com:8887/udp/233.50.202.29:5140
轮播频道HD,http://home.zts1993.com:8887/udp/233.50.201.116:5140
轮播频道HD,http://home.zts1993.com:8887/udp/233.50.201.117:5140
未知频道1HD,http://home.zts1993.com:8887/udp/233.50.201.224:5140
未知频道2HD,http://home.zts1993.com:8887/udp/233.50.201.225:5140
未知频道3HD,http://home.zts1993.com:8887/udp/233.50.201.227:5140
购物频道HD,http://home.zts1993.com:8887/udp/233.50.201.248:5140
内蒙古电信央,#genre#
//2024.1.5
CCTV1,http://tljdh.vip:9901/tsfile/live/0001_1.m3u8
CCTV2,http://tljdh.vip:9901/tsfile/live/0002_1.m3u8
CCTV3,http://tljdh.vip:9901/tsfile/live/0003_1.m3u8
CCTV4,http://tljdh.vip:9901/tsfile/live/0004_1.m3u8
CCTV4,http://tljdh.vip:9901/tsfile/live/0004_2.m3u8
CCTV4,http://tljdh.vip:9901/tsfile/live/0004_3.m3u8
CCTV5,http://tljdh.vip:9901/tsfile/live/0005_1.m3u8
CCTV5P,http://tljdh.vip:9901/tsfile/live/0016_1.m3u8
CCTV8,http://tljdh.vip:9901/tsfile/live/0008_2.m3u8
CCTV6,http://tljdh.vip:9901/tsfile/live/0006_1.m3u8
CCTV7,http://tljdh.vip:9901/tsfile/live/0007_1.m3u8
CCTV8,http://tljdh.vip:9901/tsfile/live/0008_1.m3u8
CCTV9,http://tljdh.vip:9901/tsfile/live/0009_1.m3u8
CCTV10,http://tljdh.vip:9901/tsfile/live/0010_1.m3u8
CCTV11,http://tljdh.vip:9901/tsfile/live/0011_1.m3u8
CCTV12,http://tljdh.vip:9901/tsfile/live/0012_1.m3u8
CCTV13,http://tljdh.vip:9901/tsfile/live/0013_1.m3u8
CCTV14,http://tljdh.vip:9901/tsfile/live/0014_1.m3u8
CCTV13,http://tljdh.vip:9901/tsfile/live/0013_2.m3u8
CCTV15,http://tljdh.vip:9901/tsfile/live/0015_1.m3u8
CCTV16高清,http://tljdh.vip:9901/tsfile/live/1003_1.m3u8
CCTV17,http://tljdh.vip:9901/tsfile/live/0019_1.m3u8
CCTV-news,http://tljdh.vip:9901/tsfile/live/1005_1.m3u8
CCTV3P,http://tljdh.vip:9901/tsfile/live/1006_1.m3u8
CCTV6P,http://tljdh.vip:9901/tsfile/live/1008_1.m3u8
CCTV8P,http://tljdh.vip:9901/tsfile/live/1009_1.m3u8
CETV4高清,http://tljdh.vip:9901/tsfile/live/1010_1.m3u8
内蒙古电信卫,#genre#
内蒙古卫视,http://tljdh.vip:9901/tsfile/live/0109_1.m3u8
内蒙古蒙语卫视高清,http://tljdh.vip:9901/tsfile/live/1012_1.m3u8
内蒙古农牧高清,http://tljdh.vip:9901/tsfile/live/1013_1.m3u8
内蒙古少儿高清,http://tljdh.vip:9901/tsfile/live/1014_1.m3u8
内蒙古文体娱乐高清,http://tljdh.vip:9901/tsfile/live/1015_1.m3u8
内蒙古新闻高清,http://tljdh.vip:9901/tsfile/live/1016_1.m3u8
通辽,http://tljdh.vip:9901/tsfile/live/1017_1.m3u8
通辽蒙语,http://tljdh.vip:9901/tsfile/live/1018_1.m3u8
通辽新闻,http://tljdh.vip:9901/tsfile/live/1019_1.m3u8
浙江卫视,http://tljdh.vip:9901/tsfile/live/0124_1.m3u8
山东卫视,http://tljdh.vip:9901/tsfile/live/0131_1.m3u8
安徽卫视,http://tljdh.vip:9901/tsfile/live/0130_1.m3u8
北京卫视,http://tljdh.vip:9901/tsfile/live/0122_1.m3u8
天津卫视,http://tljdh.vip:9901/tsfile/live/0135_1.m3u8
东南卫视,http://tljdh.vip:9901/tsfile/live/0137_1.m3u8
江苏卫视,http://tljdh.vip:9901/tsfile/live/0127_1.m3u8
内蒙古高清,http://tljdh.vip:9901/tsfile/live/1038_1.m3u8
四川卫视,http://tljdh.vip:9901/tsfile/live/0123_1.m3u8
重庆卫视,http://tljdh.vip:9901/tsfile/live/0142_1.m3u8
湖北卫视,http://tljdh.vip:9901/tsfile/live/0132_1.m3u8
湖南卫视,http://tljdh.vip:9901/tsfile/live/0128_1.m3u8
吉林高清,http://tljdh.vip:9901/tsfile/live/1033_1.m3u8
欢笑剧场4K,http://tljdh.vip:9901/tsfile/live/1085_1.m3u8
内蒙古蒙语文化,http://tljdh.vip:9901/tsfile/live/1066_1.m3u8
内蒙古农牧,http://tljdh.vip:9901/tsfile/live/1067_1.m3u8
内蒙古少儿,http://tljdh.vip:9901/tsfile/live/1068_1.m3u8
内蒙古文体,http://tljdh.vip:9901/tsfile/live/1069_1.m3u8
内蒙古新闻,http://tljdh.vip:9901/tsfile/live/1070_1.m3u8
动漫秀场高清,http://tljdh.vip:9901/tsfile/live/1024_1.m3u8
佳佳卡通高清,http://tljdh.vip:9901/tsfile/live/1034_1.m3u8
熊*猫,http://tljdh.vip:9901/tsfile/live/1107_1.m3u8
早*教,http://tljdh.vip:9901/tsfile/live/1108_1.m3u8
动画,http://tljdh.vip:9901/tsfile/live/1109_1.m3u8
好学生,http://tljdh.vip:9901/tsfile/live/1110_1.m3u8
军旅剧场,http://tljdh.vip:9901/tsfile/live/1112_1.m3u8
游*戏*风*云,http://tljdh.vip:9901/tsfile/live/1113_1.m3u8
少儿动画,http://tljdh.vip:9901/tsfile/live/1114_1.m3u8
卡酷动画,http://tljdh.vip:9901/tsfile/live/1115_1.m3u8
湖北,http://tljdh.vip:9901/tsfile/live/1041_1.m3u8
江西卫视,http://tljdh.vip:9901/tsfile/live/0138_1.m3u8
辽宁卫视,http://tljdh.vip:9901/tsfile/live/0121_1.m3u8
北京,http://tljdh.vip:9901/tsfile/live/1022_1.m3u8
甘肃,http://tljdh.vip:9901/tsfile/live/1023_1.m3u8
黑龙江卫视,http://tljdh.vip:9901/tsfile/live/0143_1.m3u8
山西,http://tljdh.vip:9901/tsfile/live/1027_1.m3u8
西藏,http://tljdh.vip:9901/tsfile/live/1026_1.m3u8
新疆,http://tljdh.vip:9901/tsfile/live/1028_1.m3u8
陕西,http://tljdh.vip:9901/tsfile/live/1029_1.m3u8
谍*战*剧*场,http://tljdh.vip:9901/tsfile/live/1072_1.m3u8
动作影院,http://tljdh.vip:9901/tsfile/live/1073_1.m3u8
古装剧场,http://tljdh.vip:9901/tsfile/live/1076_1.m3u8
光影,http://tljdh.vip:9901/tsfile/live/1077_1.m3u8
家庭影院,http://tljdh.vip:9901/tsfile/live/1078_1.m3u8
经典电影,http://tljdh.vip:9901/tsfile/live/1079_1.m3u8
热播剧场,http://tljdh.vip:9901/tsfile/live/1080_1.m3u8
武侠剧场,http://tljdh.vip:9901/tsfile/live/1081_1.m3u8
喜剧影院,http://tljdh.vip:9901/tsfile/live/1082_1.m3u8
相声小品,http://tljdh.vip:9901/tsfile/live/1083_1.m3u8

河北保定央,#genre#
//2024.1.2
CCTV1,http://111.225.93.57:8800/hls/1/index.m3u8
CCTV2,http://111.225.93.57:8800/hls/2/index.m3u8
CCTV3,http://111.225.93.57:8800/hls/3/index.m3u8
CCTV4,http://111.225.93.57:8800/hls/4/index.m3u8
CCTV5,http://111.225.93.57:8800/hls/5/index.m3u8
CCTV6,http://111.225.93.57:8800/hls/6/index.m3u8
CCTV7,http://111.225.93.57:8800/hls/7/index.m3u8
CCTV8,http://111.225.93.57:8800/hls/8/index.m3u8
CCTV9,http://111.225.93.57:8800/hls/9/index.m3u8
CCTV10,http://111.225.93.57:8800/hls/10/index.m3u8
CCTV11,http://111.225.93.57:8800/hls/11/index.m3u8
CCTV12,http://111.225.93.57:8800/hls/12/index.m3u8
CCTV13,http://111.225.93.57:8800/hls/13/index.m3u8
CCTV14,http://111.225.93.57:8800/hls/14/index.m3u8
CCTV15,http://111.225.93.57:8800/hls/15/index.m3u8
CCTV-NEWS,http://111.225.93.57:8800/hls/16/index.m3u8
河北卫视,http://111.225.93.57:8800/hls/17/index.m3u8
河北经济,http://111.225.93.57:8800/hls/18/index.m3u8
河北都市,http://111.225.93.57:8800/hls/19/index.m3u8
河北影视,http://111.225.93.57:8800/hls/20/index.m3u8
河北少儿科教,http://111.225.93.57:8800/hls/21/index.m3u8
河北公共,http://111.225.93.57:8800/hls/22/index.m3u8
河北农民,http://111.225.93.57:8800/hls/23/index.m3u8
CETV1,http://111.225.93.57:8800/hls/29/index.m3u8
湖南卫视,http://111.225.93.57:8800/hls/30/index.m3u8
浙江卫视,http://111.225.93.57:8800/hls/31/index.m3u8
江苏卫视+,http://111.225.93.57:8800/hls/32/index.m3u8
安徽卫视,http://111.225.93.57:8800/hls/33/index.m3u8
北京卫视,http://111.225.93.57:8800/hls/34/index.m3u8
天津卫视,http://111.225.93.57:8800/hls/35/index.m3u8
辽宁卫视,http://111.225.93.57:8800/hls/36/index.m3u8
山东卫视,http://111.225.93.57:8800/hls/37/index.m3u8
云南卫视,http://111.225.93.57:8800/hls/38/index.m3u8
河南卫视,http://111.225.93.57:8800/hls/39/index.m3u8
黑龙江卫视,http://111.225.93.57:8800/hls/40/index.m3u8
四川卫视,http://111.225.93.57:8800/hls/41/index.m3u8
江西卫视,http://111.225.93.57:8800/hls/42/index.m3u8
贵州卫视,http://111.225.93.57:8800/hls/43/index.m3u8
深圳卫视,http://111.225.93.57:8800/hls/44/index.m3u8
湖北卫视,http://111.225.93.57:8800/hls/45/index.m3u8
东方卫视,http://111.225.93.57:8800/hls/46/index.m3u8
重庆卫视,http://111.225.93.57:8800/hls/47/index.m3u8
东南卫视,http://111.225.93.57:8800/hls/48/index.m3u8
广东卫视,http://111.225.93.57:8800/hls/49/index.m3u8
广西卫视,http://111.225.93.57:8800/hls/50/index.m3u8
吉林卫视,http://111.225.93.57:8800/hls/51/index.m3u8
陕西卫视,http://111.225.93.57:8800/hls/52/index.m3u8
山西卫视,http://111.225.93.57:8800/hls/53/index.m3u8
内蒙古卫视,http://111.225.93.57:8800/hls/54/index.m3u8
青海卫视,http://111.225.93.57:8800/hls/55/index.m3u8
宁夏卫视,http://111.225.93.57:8800/hls/57/index.m3u8
西藏卫视,http://111.225.93.57:8800/hls/58/index.m3u8
新疆卫视,http://111.225.93.57:8800/hls/59/index.m3u8
北京卡酷,http://111.225.93.57:8800/hls/61/index.m3u8
金鹰卡通,http://111.225.93.57:8800/hls/62/index.m3u8
电视指南,http://111.225.93.57:8800/hls/63/index.m3u8
CCTV第一剧场,http://111.225.93.57:8800/hls/64/index.m3u8
风云剧场,http://111.225.93.57:8800/hls/65/index.m3u8
怀旧剧场,http://111.225.93.57:8800/hls/66/index.m3u8
风云音乐,http://111.225.93.57:8800/hls/67/index.m3u8
风云足球,http://111.225.93.57:8800/hls/68/index.m3u8
高尔夫.网球,http://111.225.93.57:8800/hls/69/index.m3u8
BTV+纪实,http://111.225.93.57:8800/hls/70/index.m3u8
武术世界,http://111.225.93.57:8800/hls/71/index.m3u8
国防军事,http://111.225.93.57:8800/hls/72/index.m3u8
世界地理,http://111.225.93.57:8800/hls/73/index.m3u8
老故事,http://111.225.93.57:8800/hls/74/index.m3u8
环球奇观,http://111.225.93.57:8800/hls/75/index.m3u8
文物宝库,http://111.225.93.57:8800/hls/76/index.m3u8
国学频道,http://111.225.93.57:8800/hls/77/index.m3u8
茶频道,http://111.225.93.57:8800/hls/78/index.m3u8
女性时尚,http://111.225.93.57:8800/hls/80/index.m3u8
文化精品,http://111.225.93.57:8800/hls/81/index.m3u8
早期教育,http://111.225.93.57:8800/hls/84/index.m3u8
快乐垂钓,http://111.225.93.57:8800/hls/85/index.m3u8
摄影频道,http://111.225.93.57:8800/hls/88/index.m3u8
梨园频道,http://111.225.93.57:8800/hls/89/index.m3u8
靓装频道,http://111.225.93.57:8800/hls/91/index.m3u8
CCEV-中学生,http://111.225.93.57:8800/hls/94/index.m3u8
CETV2,http://111.225.93.57:8800/hls/95/index.m3u8
CETV4,http://111.225.93.57:8800/hls/96/index.m3u8
金鹰纪实,http://111.225.93.57:8800/hls/100/index.m3u8
CCTV5P,http://111.225.93.57:8800/hls/101/index.m3u8
沧州-1,http://111.225.93.57:8800/hls/102/index.m3u8
沧州-2,http://111.225.93.57:8800/hls/103/index.m3u8
沧州-3,http://111.225.93.57:8800/hls/104/index.m3u8

CCTV1,http://111.225.92.130:8800/hls/1/index.m3u8
CCTV2,http://111.225.92.130:8800/hls/2/index.m3u8
CCTV3,http://111.225.92.130:8800/hls/3/index.m3u8
CCTV4,http://111.225.92.130:8800/hls/4/index.m3u8
CCTV5,http://111.225.92.130:8800/hls/5/index.m3u8
CCTV6,http://111.225.92.130:8800/hls/6/index.m3u8
CCTV7,http://111.225.92.130:8800/hls/7/index.m3u8
CCTV8,http://111.225.92.130:8800/hls/8/index.m3u8
CCTV9,http://111.225.92.130:8800/hls/9/index.m3u8
CCTV10,http://111.225.92.130:8800/hls/10/index.m3u8
CCTV11,http://111.225.92.130:8800/hls/11/index.m3u8
CCTV12,http://111.225.92.130:8800/hls/12/index.m3u8
CCTV13,http://111.225.92.130:8800/hls/13/index.m3u8
CCTV14,http://111.225.92.130:8800/hls/14/index.m3u8
CCTV15,http://111.225.92.130:8800/hls/15/index.m3u8
CCTV-NEWS,http://111.225.92.130:8800/hls/16/index.m3u8
河北保定卫,#genre#
河北卫视,http://111.225.92.130:8800/hls/17/index.m3u8
河北经济,http://111.225.92.130:8800/hls/18/index.m3u8
河北都市,http://111.225.92.130:8800/hls/19/index.m3u8
河北影视,http://111.225.92.130:8800/hls/20/index.m3u8
河北少儿科教,http://111.225.92.130:8800/hls/21/index.m3u8
河北公共,http://111.225.92.130:8800/hls/22/index.m3u8
河北农民,http://111.225.92.130:8800/hls/23/index.m3u8
CETV1,http://111.225.92.130:8800/hls/29/index.m3u8
湖南卫视,http://111.225.92.130:8800/hls/30/index.m3u8
浙江卫视,http://111.225.92.130:8800/hls/31/index.m3u8
江苏卫视+,http://111.225.92.130:8800/hls/32/index.m3u8
安徽卫视,http://111.225.92.130:8800/hls/33/index.m3u8
北京卫视,http://111.225.92.130:8800/hls/34/index.m3u8
天津卫视,http://111.225.92.130:8800/hls/35/index.m3u8
辽宁卫视,http://111.225.92.130:8800/hls/36/index.m3u8
山东卫视,http://111.225.92.130:8800/hls/37/index.m3u8
云南卫视,http://111.225.92.130:8800/hls/38/index.m3u8
河南卫视,http://111.225.92.130:8800/hls/39/index.m3u8
黑龙江卫视,http://111.225.92.130:8800/hls/40/index.m3u8
四川卫视,http://111.225.92.130:8800/hls/41/index.m3u8
江西卫视,http://111.225.92.130:8800/hls/42/index.m3u8
贵州卫视,http://111.225.92.130:8800/hls/43/index.m3u8
深圳卫视,http://111.225.92.130:8800/hls/44/index.m3u8
湖北卫视,http://111.225.92.130:8800/hls/45/index.m3u8
东方卫视,http://111.225.92.130:8800/hls/46/index.m3u8
重庆卫视,http://111.225.92.130:8800/hls/47/index.m3u8
东南卫视,http://111.225.92.130:8800/hls/48/index.m3u8
广东卫视,http://111.225.92.130:8800/hls/49/index.m3u8
广西卫视,http://111.225.92.130:8800/hls/50/index.m3u8
吉林卫视,http://111.225.92.130:8800/hls/51/index.m3u8
陕西卫视,http://111.225.92.130:8800/hls/52/index.m3u8
山西卫视,http://111.225.92.130:8800/hls/53/index.m3u8
